n_keeper,run,AUROC
0,0,0.5
0,1,0.5
0,2,0.5
0,3,0.5
0,4,0.5
0,5,0.5
0,6,0.5
0,7,0.5
0,8,0.5
0,9,0.5
1,0,0.8625399761905749
1,1,0.8623657608853456
1,2,0.8772777614162875
1,3,0.8661487217988975
1,4,0.8852004098207656
1,5,0.8612001775336919
1,6,0.8659164347252584
1,7,0.8651656497193888
1,8,0.8720222663752016
1,9,0.8777838153981442
2,0,0.9105653286654692
2,1,0.9024892048730511
2,2,0.9142404420091172
2,3,0.9037916716788135
2,4,0.9054757529626973
2,5,0.8997017599893811
2,6,0.8978683513010149
2,7,0.9011120743650475
2,8,0.905455013045408
2,9,0.8965534405448792
3,0,0.908342009532066
3,1,0.9082673458298247
3,2,0.9009337110763602
3,3,0.9007470518207574
3,4,0.9056001924664324
3,5,0.9041401022892721
3,6,0.9141782222572497
3,7,0.9045134208004778
3,8,0.9015102807770004
3,9,0.9094785569995147
4,0,0.9097398799573587
4,1,0.9102003061211792
4,2,0.9078027716825465
4,3,0.9212795699370752
4,4,0.9191889862743228
4,5,0.9158249716900129
4,6,0.9154765410795542
4,7,0.9146801282556485
4,8,0.9159245232930011
4,9,0.9200725067508431
5,0,0.9197862958922518
5,1,0.918446497235369
5,2,0.9145681327022868
5,3,0.9200185829658911
5,4,0.9164679091259784
5,5,0.922988539121706
5,6,0.9253031138911819
5,7,0.9277587200982242
5,8,0.9241997502913957
5,9,0.9258423517407013
6,0,0.9271821503975841
6,1,0.926394033540594
6,2,0.9349803592983271
6,3,0.9210804667310988
6,4,0.9340678029376018
6,5,0.9325123091409111
6,6,0.918313761764718
6,7,0.9275679128591636
6,8,0.926004123095557
6,9,0.9227396601142355
7,0,0.9187658919616228
7,1,0.9303304698420861
7,2,0.9344286774984342
7,3,0.9275720608426212
7,4,0.9236854003426234
7,5,0.9295091691174335
7,6,0.9344950452337596
7,7,0.9300857388180737
7,8,0.9241582704568174
7,9,0.9298990795624708
8,0,0.9282606260966231
8,1,0.9320145511259702
8,2,0.9365648889792227
8,3,0.9332962780144433
8,4,0.9294054695309877
8,5,0.927870715651586
8,6,0.9260331589797619
8,7,0.929758048124904
8,8,0.9234365213351529
8,9,0.9326201567108151
9,0,0.9360940928567576
9,1,0.9332133183452864
9,2,0.9271655584637528
9,3,0.9361459426499805
9,4,0.9412728502038733
9,5,0.9342046863917107
9,6,0.9353204939418703
9,7,0.9309651113111361
9,8,0.9383941496841312
9,9,0.9343125339616146
10,0,0.9337691481286372
10,1,0.9313882056238358
10,2,0.9379876473052626
10,3,0.9315126451275713
10,4,0.9327487441980082
10,5,0.9304549093458215
10,6,0.9367017724333315
10,7,0.9310936987983293
10,8,0.9290736308543601
10,9,0.9387259883607584
11,0,0.9320809188612957
11,1,0.9340678029376019
11,2,0.9368262119370667
11,3,0.9339723993180715
11,4,0.9391241947727111
11,5,0.9329851792551052
11,6,0.9337401122444324
11,7,0.942882267785516
11,8,0.932939551437069
11,9,0.9350550230005683
12,0,0.9401363027364247
12,1,0.9361127587823179
12,2,0.9340097311691922
12,3,0.9388338359306623
12,4,0.93789639166919
12,5,0.9361210547492336
12,6,0.9354158975614005
12,7,0.9400077152492317
12,8,0.9418245320037664
12,9,0.9300981827684471
13,0,0.9412894421377047
13,1,0.941783052169188
13,2,0.9381867505112391
13,3,0.9319730712913916
13,4,0.9326865244461405
13,5,0.9376848445128401
13,6,0.9358887676755946
13,7,0.9387757641622525
13,8,0.940235854339413
13,9,0.937137310696405
14,0,0.9378217279669488
14,1,0.9379627594045155
14,2,0.9372866381008873
14,3,0.9418494199045133
14,4,0.9373613018031285
14,5,0.9355486330320515
14,6,0.9401445987033404
14,7,0.9388753157652406
14,8,0.9398583878447492
14,9,0.9399703833981109
15,0,0.9363408978724992
15,1,0.9386471766750596
15,2,0.9381577146270341
15,3,0.9387176923938427
15,4,0.9366519966318374
15,5,0.9370626469941639
15,6,0.9390661230043014
15,7,0.9402026704717501
15,8,0.9399496434808219
15,9,0.9410405631302343
16,0,0.9414553614760185
16,1,0.9369299115235128
16,2,0.9388545758479515
16,3,0.9409949353121979
16,4,0.93847296136983
16,5,0.9374193735715384
16,6,0.93968417253952
16,7,0.9386513246585174
16,8,0.9400160112161473
16,9,0.9435915729568071
17,0,0.9379337235203107
17,1,0.9395182532012062
17,2,0.9390868629215907
17,3,0.9397754281755925
17,4,0.9405552490656668
17,5,0.9396219527876523
17,6,0.9399247555800747
17,7,0.9399869753319424
17,8,0.9376931404797557
17,9,0.9405469530987509
18,0,0.9391781185576632
18,1,0.9408497558911736
18,2,0.9406050248671609
18,3,0.9391573786403741
18,4,0.941281146170789
18,5,0.9411691506174273
18,6,0.940418365611558
18,7,0.9391656746072897
18,8,0.9389084996329035
18,9,0.9394850693335435
19,0,0.9407626482385587
19,1,0.9407626482385587
19,2,0.9407626482385587
19,3,0.9407626482385587
19,4,0.9407626482385587
19,5,0.9407626482385587
19,6,0.9407626482385587
19,7,0.9407626482385587
19,8,0.9407626482385587
19,9,0.9407626482385587
